pop,entry,DTH,GW_1k,GM2,ton_hectare,SPI,HI,FE,TL,IN2_wt,IN3_wt,INL2,INL3,IN2_PI,IN3_PI,IN2_IN3_PI
1,1064,120.9691558,22.88291884,18760.89985,5.546775452,0.272711958,0.460264314,84.46679702,27.46760849,3.833184905,2.498881042,18.60205937,11.67680033,0.146314317,0.093710924,0.240016274
1,1065,86.04344111,29.96375046,19136.10428,5.519241016,0.328171216,0.397840462,44.43276732,24.47627349,4.624922802,3.285234709,15.06695273,9.796720059,0.143612922,0.101156224,0.244760181
1,1066,93.03179084,34.70558413,12118.78683,4.288176474,0.357079365,0.389020241,36.26585897,28.29351839,4.703420207,3.529441686,16.80230739,10.47689293,0.130656865,0.099493213,0.230141115
1,1068,120.9691558,24.88291884,7501.014132,3.272489738,0.252711958,0.367327733,68.20393988,27.71760849,2.967184905,2.130881042,17.9853927,12.66846699,0.138726487,0.102589001,0.241306522
1,1069,90.04344111,29.6233697,17954.62329,5.272918421,0.341833015,0.454310045,51.65167684,25.19057744,4.129808567,2.536695775,14.71096491,7.703874427,0.133191521,0.080426044,0.2136086
1,1071,92.99498253,36.08558413,16918.19254,6.17389076,0.327079365,0.382323598,37.6944304,28.53937478,5.504840156,3.094139295,19.32730739,9.332354543,0.165791157,0.096024863,0.261807056
1,1072,114.0317908,15.91108516,10541.40587,2.732125708,0.33380381,0.304843767,69.14799108,22.7936141,2.661570473,1.286362283,17.19170471,8.508203363,0.145789267,0.0848823,0.230662602
1,1073,89.88455759,36.2433697,16660.55471,5.992918421,0.381833015,0.46333563,38.21167684,25.60331995,3.942983608,2.634751973,14.45263158,9.268707188,0.115336185,0.075730604,0.191057824
1,1074,85.9691558,30.54375046,12670.08143,3.644955302,0.308171216,0.355477335,42.02133875,25.21744898,4.259934461,3.651346714,15.26695273,10.87461627,0.130521735,0.111503317,0.242016087
1,1077,89.99498253,26.1233697,19621.93757,5.078632707,0.381833015,0.400299056,45.08024827,26.25364682,4.137675832,2.529293495,16.16929825,10.0790721,0.132406848,0.084064468,0.216462353
1,1079,93.1790241,28.07558413,20249.86111,5.762462189,0.367079365,0.359099453,39.87728754,27.87641353,4.79224747,3.636396349,14.19397405,9.455821349,0.112981382,0.084444548,0.197416965
1,1082,92.9691558,25.95558413,18819.22111,4.962462189,0.457079365,0.387307922,38.0144304,23.21748089,2.89398455,1.782653579,13.81064072,7.218386416,0.106326322,0.063788657,0.170106014
1,1083,86.01249044,34.72375046,12470.93857,4.102098159,0.288171216,0.424943824,48.10133875,29.21437204,5.732226633,4.939307917,15.73361939,11.60116742,0.128793242,0.113057172,0.24184145
1,1084,93.1790241,23.73558413,22823.0154,5.488176474,0.327079365,0.364578142,54.0944304,28.62641353,4.09924747,2.764396349,17.01897405,9.605821349,0.137519145,0.091602125,0.229112305
1,1086,99.99498253,29.94741781,15839.83508,5.11425479,0.485987513,0.404381329,34.54466492,25.53940668,2.714890245,1.37144616,15.82099539,7.901124687,0.102793702,0.056528929,0.159313666
1,1089,120.9691558,23.20291884,9195.825561,3.523918309,0.262711958,0.3119607,61.12965416,24.21760849,3.515184905,2.538881042,19.27705937,12.22680033,0.159247764,0.117332796,0.276571593
1,1090,93.04344111,28.18558413,23192.44397,6.608176474,0.357079365,0.450844463,51.42014469,27.22630539,5.044972891,2.984541575,16.51064072,8.55715687,0.14848797,0.08643001,0.234909014
1,1091,90.03179084,28.1333697,12917.52614,3.58148985,0.321833015,0.426263586,53.85739112,27.75779044,4.147255883,2.838595887,15.75263158,9.89861049,0.128404542,0.090261184,0.218656762
1,1097,92.9691558,27.21558413,13280.96969,3.69389076,0.307079365,0.287085205,38.98585897,27.21748089,3.82598455,3.160653579,15.86897405,10.87671975,0.142799918,0.116359936,0.259150889
1,1098,105.9691558,20.52184667,11898.03644,3.110485183,0.246480212,0.295551987,67.20160062,29.2889687,3.819363286,3.019652044,19.32868034,13.06872145,0.148410649,0.115678079,0.264079764
1,1100,86.03179084,33.18375046,14258.34428,4.502098159,0.298171216,0.413671979,47.70133875,27.04348649,3.860370118,2.528134821,15.90028606,9.624789456,0.146916306,0.098639573,0.245546914
1,1101,99.88455759,27.08741781,15404.09794,4.55425479,0.385987513,0.363866905,42.15609349,28.69029984,3.40025384,2.531452603,17.88766206,11.44330217,0.128549546,0.095769189,0.22430977
1,1102,90.1790241,34.5133697,19237.45757,6.587204135,0.391833015,0.425616626,35.73167684,27.09068557,3.720083147,NA,13.72308613,NA,0.100017316,NA,0.100238955
1,1104,113.9949825,21.20108516,23192.32016,5.829268566,0.26380381,0.337425457,69.91370537,28.53947048,4.814990423,3.218059892,20.08337138,11.08866497,0.158084505,0.105929918,0.264005459
1,1110,93.1790241,27.86558413,20929.68969,5.899605046,0.437079365,0.387455015,37.02014469,27.12641353,3.25624747,2.175396349,14.17730739,8.405821349,0.098511359,0.06464071,0.163143104
1,1112,93.04344111,31.67558413,14059.92969,4.528176474,0.407079365,0.452864397,40.6544304,24.97630539,4.641972891,4.017541575,14.76064072,9.948823533,0.109996129,0.093585228,0.203572392
1,1113,92.9691558,26.59558413,16881.0954,4.562462189,0.377079365,0.386995147,44.43728754,24.96748089,3.85198455,2.894653579,14.85230739,9.226719749,0.120990506,0.089278458,0.210259998
1,1114,105.9691558,25.04184667,14170.27644,4.196199469,0.176480212,0.378933259,94.33302919,32.5389687,4.068363286,2.735652044,22.58701367,13.42705478,0.174381897,0.117662993,0.292035925
1,1115,114.0317908,20.30108516,13730.54873,3.806411423,0.23380381,0.342313294,81.73084823,28.2936141,4.570570473,3.009362283,19.95837138,12.11653669,0.155795842,0.102910587,0.258697464
1,1116,113.9949825,22.97108516,10257.04016,3.406411423,0.15380381,0.339872338,99.09084823,34.78947048,3.432990423,3.255059892,18.50003804,15.40533164,0.122690371,0.113708009,0.236389416
1,1118,99.99498253,35.72741781,13480.74936,5.19425479,0.485987513,0.402636408,29.58466492,26.03940668,3.488890245,2.14944616,15.73766206,9.017791354,0.105162783,0.06652994,0.171683759
1,1120,89.99498253,29.1133697,14645.02329,4.210061278,0.331833015,0.437847172,51.85739112,27.25364682,5.295675832,3.452293495,18.42763158,10.7540721,0.147146642,0.09875838,0.245896059
1,1121,85.9691558,31.54375046,15313.87571,4.604955302,0.338171216,0.374620647,39.09562446,28.21744898,4.405934461,3.837346714,16.71695273,12.3829496,0.134700547,0.117022225,0.251713807
1,1122,91.88455759,29.32817932,22431.75707,6.612614266,0.378663915,0.457101774,46.68970303,27.26169195,3.76448231,2.776530471,14.88297101,10.02066011,0.108491727,0.079904719,0.188387481
1,1123,85.88455759,33.19375046,15496.84714,4.924955302,0.268171216,0.397412343,50.10133875,28.69023604,4.452153662,2.950838872,15.66695273,9.664095218,0.134005279,0.08930468,0.223300994
1,1124,113.8845576,26.54108516,18277.69159,5.806411423,0.22380381,0.373306236,70.8622768,29.69036364,4.053354017,2.744066334,21.09170471,12.65584246,0.157382124,0.1071323,0.264505459
1,1125,113.9691558,16.52108516,16792.65159,3.760697137,0.31380381,0.351986624,80.0622768,25.21757659,3.730134816,2.298574176,18.12503804,9.76636351,0.150788139,0.093301473,0.244080647
1,1126,85.88455759,30.54375046,25584.53857,7.610669588,0.328171216,0.431672403,48.75276732,25.94023604,4.292153662,3.528838872,13.91695273,10.46409521,0.126259496,0.10485241,0.231102941
1,1130,113.8845576,19.18108516,16065.8973,4.069268566,0.29380381,0.364682934,75.47941966,28.13914361,3.543298198,2.362518369,18.63337138,10.84496672,0.147231633,0.09822772,0.245450388
1,1131,91.88455759,31.26817932,19365.15136,6.086899981,0.358663915,0.373468758,37.93541731,31.26169195,5.20548231,3.702530471,18.38297101,11.14566011,0.130783991,0.092847412,0.223622438
1,1132,93.03179084,19.18558413,11114.76397,2.219605046,0.407079365,0.362772804,53.80871611,24.29351839,4.971420207,2.590441686,16.36897405,8.270074751,0.142893551,0.076762557,0.219647144
1,1133,93.1790241,27.11558413,20158.03254,5.53389076,0.407079365,0.403667005,42.24300183,25.62641353,4.07724747,2.370396349,17.21897405,9.741427409,0.155928335,0.089540873,0.245460244
1,1134,89.88455759,31.0133697,12949.32043,3.958632707,0.391833015,0.362917404,33.7088197,26.90453998,4.343039427,2.603299938,17.44429825,9.571249586,0.135999892,0.081614252,0.217605178
1,1136,93.1790241,24.65558413,19879.96397,4.97389076,0.347079365,0.376145185,50.1744304,28.12641353,4.80024747,2.929396349,16.67730739,9.280821349,0.162662929,0.098130392,0.260784356
1,1137,106.0434411,20.89184667,18976.48215,4.584770898,0.246480212,0.406108957,87.83017205,27.04779321,3.584351628,2.44954004,18.36201367,10.5324919,0.144762522,0.098588146,0.243341702
1,1139,92.88455759,30.83558413,13934.74111,4.379605046,0.387079365,0.415594211,40.3344304,27.13904791,4.760147931,3.549597772,16.25230739,10.15532296,0.125551896,0.091849027,0.217391959
